default,limit_bal,sex.1,sex.2,education.1,education.3,education.2,education.4,marriage.1,marriage.2,marriage.3,age,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6
Neg,0.05333333333333334,1,0,0,1,0,0,0,1,0,0.12962962962962962,0.0842841109397378,0.12274702046611656,0.04042882753248761,0.06208457561749501,0.160401620129029,0.395592139090836,0.00678980659914883,7.67696654730656e-4,0.002112860495804499,0.0029696684211604233,0.002478465039141291,0.0020497630331753553
Neg,0.30666666666666664,0,1,1,0,0,0,0,1,0,0.24074074074074073,0.008555277073923102,0.04200914412819087,0.01052803700807768,0.027199184879236303,0.128482424380288,0.3739128711432318,0,0,0,0,0,0
Neg,0.17333333333333334,0,1,0,1,0,0,1,0,0,0.2037037037037037,0.1531446237743748,0.10541388157504643,0.03507561860987814,0.10548531141442599,0.19290530080437762,0.4094574017248726,0.008147767918978597,0.0017811987348739118,0.025183080998861726,0.0047787767696834405,0.00437686379252611,0.004739336492890996
Neg,0.6533333333333333,0,1,1,0,0,0,0,1,0,0.16666666666666666,0.0018556516470199405,0.050892057300639254,0.010825338403313126,0.02825398670641976,0.12945709248763104,0.3745922062536265,0.015105961721786316,4.809236584159562e-4,0.0015537960976297685,0,0,0.06770616113744075
Pos,0.5066666666666667,1,0,1,0,0,0,0,1,0,0.2962962962962963,1.2566101134736147e-4,0.05951696054691694,0.01052803700807768,0.027199184879236303,0.128482424380288,0.3739128711432318,0.029744784749551195,0,0,0,0,0
Neg,0.09333333333333334,1,0,1,0,0,0,1,0,0,0.3148148148148148,0.0010397157651206345,0.04200914412819087,0.01052803700807768,0.027199184879236303,0.128482424380288,0.3739128711432318,0,0,0,0,0,0
Neg,0.05333333333333334,1,0,0,1,0,0,0,1,0,0.14814814814814814,0,0.0450523792201049,0.011022746529749465,0.027199184879236303,0.13110786748304995,0.3789082413148052,0.005157537092713451,4.939857824716983e-4,0,0.005673090708009912,0.011962548811259613,0.0069739336492891
Neg,0.05333333333333334,0,1,0,0,1,0,1,0,0,0.6481481481481481,0.053837997135617495,0.08876983751784835,0.026274308105327937,0.05586859596816105,0.15301341471891014,0.3918222145884187,0.004225975627310231,7.403849407959227e-4,0.004457405336798525,0.0023893883848417202,0.0026366649352566923,0.002675355450236967
Pos,0.36,0,1,1,0,0,0,0,1,0,0.16666666666666666,0.05162257629172634,0.042278371877238555,0.01124512797338558,0.027712054487267157,0.12920908131607048,0.3748608574155978,4.5627500346280135e-4,7.160418914193125e-4,7.554924299658517e-4,0.0015701695100388447,0.0022701685092560123,0.017997630331753556
Neg,0.09333333333333334,0,1,1,0,0,0,0,1,0,0.1111111111111111,0.001983034042084389,0.05466925851793329,0.01052803700807768,0.027199184879236303,0.1290084608142349,0.3741143595147103,0.0214557888533103,0,0,0.0011366661887889898,0,0.0035545023696682463
Pos,0.02666666666666667,0,1,0,0,1,0,0,1,0,0.05555555555555555,0.0018074529029415004,0.043691817559738916,0.011152369938072119,0.028994228507344292,0.13014109782066108,0.3750689519631904,0,0,0,0,0,0
Neg,0.30666666666666664,1,0,1,0,0,0,0,1,0,0.2222222222222222,0.0821823014211744,0.08534840154036734,0.02480266619891247,0.027199184879236303,0.128482424380288,0.3739128711432318,0.005154821170073791,5.972953090943851e-4,0,0,0,0
Neg,0.16,0,1,0,1,0,0,1,0,0,0.5185185185185185,0.18713334526826045,0.21507771547434565,0.06274427025886033,0.10784793074208814,0.20450653675304406,0.4281209502764134,0.016295535837957193,0.002696734884599103,0.0055402778197495796,0.006826823956690629,0.005273329870513385,0.004739336492890996
Neg,0.13333333333333333,0,1,1,0,0,0,0,1,0,0.05555555555555555,0.19255914674451913,0.22080361277998484,0.07639099890295785,0.21607196586339888,0.20542591574570798,0.42572731246442297,0.016298251760596853,0.0029686645581231863,0.012742638985424033,0.006826823956690629,0.007909994805770077,0.011848341232227487
Pos,0.36,1,0,0,0,1,0,0,1,0,0.3148148148148148,0.2817474798942382,0.31216797247466777,0.11207132855074489,0.312267499111026,0.39503756500420195,0.557517222851644,0.024443303756935788,0.0035623974697478237,1.2591540499430862e-5,0.019995767369146853,0.015137093393308671,0.01328909952606635
Pos,0.30666666666666664,0,1,0,0,1,0,1,0,0,0.25925925925925924,9.088906026220116e-4,0.04243221630526581,0.010685012144761995,0.027650510134303453,0.12889946227386753,0.3743686972951012,0,1.5674548866890424e-4,6.648333383699496e-4,9.01140762283163e-4,0.0010915792831962708,6.255924170616114e-4
Neg,0.06666666666666667,0,1,0,0,1,0,1,0,0,0.12962962962962962,0.10582034262421505,0.13675327360109743,0.04821931329323729,0.13134419705134168,0.21978844805034783,0.4385410920669734,0,0.0031046293948852285,4.5329545797951105e-5,0.012899283866166943,0.004651076945792806,0
Neg,0.29333333333333333,0,1,0,0,1,0,0,1,0,0.2962962962962963,0,0.04200914412819087,0.01052803700807768,0.027199184879236303,0.128482424380288,0.3739128711432318,0,0,0,0,0,0
Pos,0.02666666666666667,0,1,1,0,0,0,0,1,0,0.037037037037037035,0.025039247548749588,0.06696078729886043,0.02056612131680734,0.056109644683935554,0.15599428784460914,0.393299795979261,0.003435642139169308,9.36316801632053e-4,0.0015260947085310205,0.0026556345191526545,0.0016610989092117163,0.00154739336492891
Neg,0.18666666666666668,0,1,0,0,1,0,1,0,0,0.16666666666666666,0.0025803541919136278,0.04398187840841529,0.01052803700807768,0.030399491233348834,0.128482424380288,0.3740372874600464,0.0033433007694208838,0,0.004714272762986915,0,2.9794313768400624e-4,0
Neg,0.10666666666666667,1,0,0,0,1,0,1,0,0,0.18518518518518517,0.1210631954390217,0.1527018126399223,0.05248380450649455,0.15032379167920348,0.24524039707062473,0.43810398341409384,0.006711044842598704,0.001543705570224057,0.0066307052270002925,0.010608884428697236,0.005410436447146733,0.004402843601895735
Pos,0.22666666666666666,0,1,1,0,0,0,1,0,0,0.2962962962962963,0.0022550126693841577,0.04200914412819087,0.01052803700807768,0.027199184879236303,0.128482424380288,0.37539926076889285,0,0,0,0,0.003559497662596535,0.0028672985781990523
Neg,0.4,1,0,1,0,0,0,0,1,0,0.2962962962962963,0.018096907017737137,0.06000253202287795,0.017795272313212967,0.04851404578899861,0.147136971673017,0.38717366866283287,0.0032400957091138216,7.047609660984444e-4,0.0010904274072507127,0.0014609403267317946,0.0011364025870956344,0.0010545023696682464
Neg,0.4,0,1,1,0,0,0,0,1,0,0.12962962962962962,0.005978365649443648,0.09952452456462828,0.02832747154082394,0.06197003473836812,0.14889832489779412,0.37483663476984636,0.5463159867354338,0.011961343237589944,0.007554924299658518,0.001747666932912801,0.002212161880680365,0.39171800947867297
Pos,0.05333333333333334,0,1,1,0,0,0,0,1,0,0.018518518518518517,0.07764645532664978,0.09107429884600654,0.023801949702549955,0.05897487622746793,0.16057538591802045,0.3940297784398634,0.005431845279319064,0.0011874658232492747,0.0025183080998861726,0.006826823956690629,0.0026366649352566923,0.006990521327014218
Neg,0.21333333333333335,1,0,0,1,0,0,1,0,0,0.5,0.294089801145753,0.3172656716991957,0.11188640708290844,0.24493626740337537,0.32914083875166655,0.5119169911950683,0.018468273949684817,0.004625179381555925,0.011551479254177873,0.015957700998764344,0.011930908832036534,0.010656398104265403
Neg,0.52,1,0,0,0,1,0,1,0,0,0.25925925925925924,0.36604708328742974,0.28049364830843243,0.08757666659729633,0.11402800951885993,0.2060546319640589,0.4186047535841258,0.016295535837957193,0.005553183922425232,0.025183080998861726,0.167619008608625,0.005273329870513385,0.004739336492890996
Pos,0.013333333333333334,0,1,0,0,1,0,0,1,0,0.05555555555555555,0.030451277955271566,0.072620980213363,0.022123980627841086,0.06289661916354386,0.16049640146847888,0.3964960841891084,0.005431845279319064,5.937329116246374e-4,0.005036616199772345,0,0.0018456654546796848,0
Neg,0.09333333333333334,0,1,0,0,1,0,0,1,0,0.037037037037037035,0.11851726892144981,0.04200914412819087,0.01052803700807768,0.027199184879236303,0.128482424380288,0.3739128711432318,0,0,0,0,0,0
Neg,0.2,0,1,0,1,0,0,1,0,0,0.6481481481481481,0.005150380081524733,0.0493199595517358,0.009976245618520688,0.029966971197242814,0.12994837576377963,0.3739128711432318,0.012390039082126785,0,0.006414130730410081,0,0,0
Neg,0.09333333333333334,1,0,1,0,0,0,0,1,0,0.09259259259259259,0.12804340641181006,0.04200914412819087,0.01052803700807768,0.027199184879236303,0.128482424380288,0.3739128711432318,0.01357961319829766,0,0,0,0,0
Neg,0.5066666666666667,1,0,0,0,1,0,0,1,0,0.12962962962962962,0.3410611986339099,0.351260482654842,0.0514694121459512,0.024821179463333242,0.5229971123285247,0.6534796381136725,0.02478007816425357,0.0018886643918779712,0.0022538857493981245,0.8636239512291697,0.026390379336984234,0.022533175355450238
Neg,0.18666666666666668,1,0,0,0,1,0,0,1,0,0.3148148148148148,0.011502285997576292,0.04627031427532063,0.011823081885723289,0.029825077272354276,0.12947130968854853,0.37459661037103587,0.007248797525251291,0.0012967126789882079,0.003883231090024478,0.0021367958984441666,0.0016373689247944061,0.003770142180094787
Neg,0.36,1,0,0,0,1,0,1,0,0,0.2962962962962963,0.3387803652087694,0.35230854782077764,0.12682223457674688,0.3512387510599305,0.4192115456308962,0.5757172380458491,0.01902503809081502,0.00595098497321374,0.017746517179897857,0.023972392323919144,0.018488294526019928,0.016627962085308055
Neg,0.28,0,1,0,1,0,0,1,0,0,0.2037037037037037,0.014077476038338659,0.05724775523351501,0.01594486842926754,0.03814211274925463,0.13967294119133825,0.3801061612501528,0.02482353292648812,0.005370907918556469,0.015127476756016238,0.01716946225107693,0.01323342131005334,0.011890995260663508
Pos,0.05333333333333334,0,1,0,1,0,0,1,0,0,0.5925925925925926,0.07044935000550842,0.11129682840096346,0.037433813276885705,0.10584432014004759,0.19829361995210382,0.4232808252435202,0.008147767918978597,0.0017811987348739118,0.004532954579795111,0,0.003954997402885039,0.0054502369668246444
Neg,0.18666666666666668,0,1,0,1,0,0,0,1,0,0.16666666666666666,0.11918000165252837,0.15323706304576712,0.051693577397958726,0.14873047676358764,0.2324149021540639,0.4472975785061454,0.00678980659914883,0.0017811987348739118,0.007723650942350891,0.0080010376772414165,0.0063780924783859395,0.005924170616113744
Pos,0.05333333333333334,0,1,0,1,0,0,1,0,0,0.5555555555555556,0.08684036575961221,0.09768319906667713,0.02320021167859341,0.056942203014305644,0.156558236814336,0.39303554893469905,0.005478015964193276,0.0012646511017604775,0.0012591540499430863,0.006826823956690629,0.005273329870513385,0.004739336492890996
Neg,0.18666666666666668,0,1,1,0,0,0,1,0,0,0.6296296296296297,0.02435585821306599,0.07203124323925854,0.02112504793984998,0.08250875297464373,0.16798570697401097,0.39230886956215366,0.05088009473138167,0.010710941725708457,0.08147482195561734,0.08533529945863286,0.044053397738268815,0.39900710900473935
Neg,0.13333333333333333,0,1,0,0,1,0,1,0,0,0.46296296296296297,0.18467176655282583,0.21756967469916202,0.039629086779304254,0.11260736070461445,0.208969158152143,0.43118731702268454,0.012384607236847466,0.0010734691042173442,0.004595912282292265,0.006202169564653436,0.004962203408153096,0.004485781990521327
Pos,0,0,1,0,1,0,0,1,0,0,0.5555555555555556,0.004131320921009144,0.045855254828872115,0.011955083705207828,0.031302141743483135,0.13227367795828357,0.3765553415888514,0,0,0,0,0,0
Neg,0.25333333333333335,1,0,0,0,1,0,1,0,0,0.14814814814814814,0.2898362619808307,0.3179002799648081,0.11500034189660452,0.33703226291747584,0.432909028870396,0.5825017809149774,0.021727381117276255,0.004690490001834634,0.025183080998861726,0.049153132488172525,0,0.015876777251184835
Neg,0.09333333333333334,1,0,0,0,1,0,1,0,0,0.37037037037037035,0.027239175939186955,0.06249128615544377,0.01647049729604381,0.04549837249377718,0.1430171427849285,0.38082183032917477,0.005431845279319064,0.0011874658232492747,0.01007323239954469,0.0034134119783453144,0.0026366649352566923,0.002369668246445498
Neg,0.22666666666666666,0,1,0,0,1,0,1,0,0,0.2962962962962963,0.1847681640409827,0.11962526061406363,0.03807301127664192,0.10815394294154654,0.20481773548423787,0.4283213376185396,0.005431845279319064,0.0010515009864872327,0.004532954579795111,0.0059734709621043006,0.004991206722440919,0.004739336492890996
Neg,0.21333333333333335,1,0,0,0,1,0,0,1,0,0.09259259259259259,0.14789096066982482,0.1676663883578229,0.04445666683513746,0.11222270849859131,0.15104828161431577,0.5240866686264989,0.027295022528578294,0.0029983512037044186,0.015109848599317036,0.012155160054887664,0.3688641511125408,0.014218009478672985
Neg,0.28,0,1,0,0,0,1,0,1,0,0.46296296296296297,0.18006190095846644,0.2148437437400542,0.07718776664218885,0.22126904455811156,0.2882900814487644,0.47119321854001306,0.01357961319829766,0.0035623974697478237,0.012591540499430863,0.012455540308982053,0.00943926046821896,0.009478672985781991
Neg,0.25333333333333335,0,1,1,0,0,0,1,0,0,0.25925925925925924,0.0038851630494656825,0.048837593168025356,0.011280209538023361,0.031426940014770643,0.128482424380288,0.3739128711432318,0.011586125980787563,9.897527636782704e-4,0.006227775931018504,0,0,0
Neg,0.2,1,0,1,0,0,0,0,1,0,0.2222222222222222,0.17459995042414894,0.20846561016142448,0.0739834522043412,0.21095181760989087,0.2996038140010995,0.4957252535395341,0.01357961319829766,0.0035623974697478237,0.01007323239954469,0.01399498911121579,0.011073992728078108,0.00995260663507109
Neg,0.02666666666666667,0,1,0,0,1,0,1,0,0,0.1111111111111111,0.04707468051118211,0.09233229755435436,0.028394067053356682,0.079971757980251107,0.17493001977770617,0.4067576777529312,0.014937574518127425,0,0.007554924299658518,0.0034065851543886236,0.007909994805770077,0.0071090047393364926
Neg,0.26666666666666666,1,0,1,0,0,0,0,1,0,0.2222222222222222,6.816679519665087e-4,0.042643752393803275,0.010763499713104153,0.027876172761837032,0.13150121004176699,0.37434887876675904,0.0010755053653051746,2.3511823300335636e-4,9.972500075549242e-4,0.006523030290617896,0.0010441193143616502,9.38388625592417e-4
Neg,0.32,1,0,1,0,0,0,0,1,0,0.14814814814814814,0,0.050058733315491655,0.011990759872636082,0.027199184879236303,0.128482424380288,0.37730514257779596,0.013642079419009828,0,0,0,0.00812356466552587,0
Pos,0.22666666666666666,0,1,0,0,1,0,0,1,0,0.037037037037037035,0.30681771234989536,0.32863413391195934,0.11622106142544127,0.33182834596132277,0.4176460738409822,0.5715982872387395,0.02164318751544681,0.0037874222432535613,0.015913188883180725,0.03642451922092285,0.007909994805770077,0.012796208530805687
Neg,0.18666666666666668,0,1,0,0,1,0,1,0,0,0.42592592592592593,0.08558031287870442,0.12245375452518963,0.04058104584684816,0.11400065647309827,0.20916345989801527,0.42943227623505215,0.005431845279319064,0.0010954372219474557,0.004462441952998298,0.006034912377714516,0.0047670902029441,0.004180094786729858
Neg,0.22666666666666666,0,1,0,0,1,0,1,0,0,0.37037037037037035,0.18409166024016746,0.16765677308107121,0.038796642872645004,0.1040475669465795,0.1678229990079553,0.40344798351979266,0.009505729238808361,0.0011874658232492747,0.003777462149829259,0.006826823956690629,0.007909994805770077,0.0071090047393364926
Neg,0.05333333333333334,1,0,0,0,1,0,1,0,0,0.4074074074074074,0.08420837005618596,0.1201733313889107,0.039503625590514894,0.11085505621050903,0.17447664903733753,0.4058416213317831,0.004888660751387158,0.001306212405574202,0.0035256313398406413,0.001986605771396973,0.0015292656624488817,0.07109004739336493
Neg,0.13333333333333333,0,1,1,0,0,0,1,0,0,0.37037037037037035,2.582075575630715e-4,0.04224952604698345,0.010617227426648314,0.02745561968325173,0.12871937772891273,0.37407802554608305,0,0,0,0,0,0
Neg,0.4266666666666667,1,0,1,0,0,0,0,1,0,0.2962962962962963,0,0.04200914412819087,0.01052803700807768,0.027199184879236303,0.128482424380288,0.3757009428114344,0,0,0,0,0.004281943854856868,0
Neg,0.013333333333333334,0,1,1,0,0,0,0,1,0,0.05555555555555555,0.00908029910763468,0.05080231471762336,0.012179843560005827,0.03843444842583222,0.13640614435829873,0.3766742527589043,0.0075448330929741795,0,0.016550320832451927,0.017121674483380096,0,0
Neg,0,1,0,1,0,0,0,0,1,0,0.037037037037037035,0.01322711248209761,0.05592725722628111,0.015616053086137133,0.03971149374982905,0.14056704516014887,0.38367019326368224,0.0035306994315573914,8.905993674369559e-4,0.0012591540499430863,0.0020480471870071887,0.003954997402885039,0
Neg,0.10666666666666667,0,1,1,0,0,0,0,1,0,0.1111111111111111,0.04323771620579486,0.08388046928960732,0.025540568261886852,0.07230777647091004,0.16666508697767585,0.4021069297686407,0.003910928601109726,8.905993674369559e-4,0.003777462149829259,0.006826823956690629,0.005273329870513385,0.004739336492890996
Pos,0.6133333333333333,0,1,0,0,1,0,1,0,0,0.1111111111111111,0.2624731464140134,0.14150161777031348,0.04296421383105551,0.0517536721463935,0.2824073196469079,0.47379495089959606,0.008150483841618256,0.0023779003110566722,0.005089500669869955,0.3326062765819458,0.01318596134121872,0.011850710900473934
Neg,0.4666666666666667,0,1,1,0,0,0,1,0,0,0.4074074074074074,0,0.04200914412819087,0.01052803700807768,0.027199184879236303,0.128482424380288,0.3739128711432318,0,0,0,0,0,0
Neg,0.05333333333333334,0,1,0,0,1,0,1,0,0,0.3888888888888889,0.07201580918805772,0.08463366596849074,0.019142047633629544,0.05495055936978582,0.15777459733727622,0.39619770523462383,0.016295535837957193,0.0011874658232492747,0.005036616199772345,0.010240235935035943,0.005273329870513385,0.004739336492890996
Pos,0.25333333333333335,1,0,1,0,0,0,1,0,0,0.37037037037037035,9.98402555910543e-4,0.0429386208808555,0.010872906626550799,0.028190732788095956,0.12939864399497028,0.3745514681675899,0.0015752351310025286,3.443650887422896e-4,0.00146061869793398,0.0019797789474402822,0.0015292656624488817,0.0016563981042654029
Neg,0.02666666666666667,0,1,0,0,1,0,0,1,0,0.018518518518518517,0.0033119422716756637,0.053380811433205076,0.01230114252926189,0.030160152082934436,0.1345421113491176,0.37662250437934425,0.01927218705102404,0,0.004361709629002851,0.013093848348932626,0.006488832405666721,0.008777251184834124
Pos,0,0,1,0,0,1,0,0,1,0,0.09259259259259259,0.010707006720282032,0.05158435722676188,0.015346698022053818,0.04054576164555923,0.14163965398492345,0.3811939782502662,0,0.0014249589878991295,0,0.0020992483666823682,0,0.0012772511848341231
Neg,0.26666666666666666,1,0,0,0,1,0,0,0,1,0.1111111111111111,0.14009825658257133,0.1745060552205344,0.06048299584669951,0.17142666648431304,0.2651523768000556,0.47002832948523576,0.010545927609797962,0.0023749316464985494,0.007575070764457607,0.011946941924208601,0.008276491231770758,0.007992890995260663
Neg,0.08,1,0,0,1,0,0,1,0,0,0.7962962962962963,0.10704941059821527,0.14272596301003035,0.04425271807800594,0.10787528378784977,0.20108335070991223,0.42636040434201933,0.008147767918978597,0.001306212405574202,0.004281123769806493,0.005802800363187035,0.006436099106961586,0.004739336492890996
Neg,0.5866666666666667,1,0,1,0,0,0,0,1,0,0.2962962962962963,0.027987977856119863,0.06608900220670602,0.02085212525902384,0.04721477611532044,0.1463787209574179,0.3791416595375016,0.016295535837957193,0.0023749316464985494,0.015109848599317036,0.017067059891726574,0.005273329870513385,0.004957345971563981
Neg,0.32,1,0,0,1,0,0,1,0,0,0.5555555555555556,3.0812768535859865e-4,0.04446584733825101,0.010744472423809085,0.02785052928143549,0.13478064438673315,0.38176871557218844,0.004182520865075679,2.2977463679873465e-4,9.594753860566318e-4,0.013602446733706077,0.018881157601373176,0
Neg,0.4666666666666667,0,1,0,0,1,0,1,0,0,0.24074074074074073,0.13864024457419852,0.17616629300632847,0.052674077399445234,0.1183942394485626,0.20281942891083604,0.383463199745442,0.01068172374178094,0.0011880595561608992,0.0033191300756499754,0.0038708091834435865,5.695196260154455e-4,0
Neg,0.25333333333333335,0,1,0,0,1,0,1,0,0,0.14814814814814814,0.20437816734603945,0.2365550386453998,0.08538793372557298,0.24761857545337673,0.33293683139663466,0.5196208935734018,0.013237406945700558,0.003972073178768824,0.017628156699203208,0.015360353902553915,0.013183324676283463,0.01109478672985782
Neg,0.4666666666666667,0,1,0,0,1,0,1,0,0,0.2222222222222222,0.037405668172303626,0.07406006663386788,0.015677297173555635,0.044317062829946116,0.12844451184450806,0.3738864464387756,0.05431845279319064,0.005141727014669359,0.0038026452308281204,0,0,0.012296208530805687
Neg,0.22666666666666666,0,1,0,0,1,0,1,0,0,0.12962962962962962,0.14727642668282473,0.15918891935507135,0.05134751857390467,0.14327012500341912,0.2365994982907765,0.4511291606522938,0.008690952446910502,0.0014843322790615932,0.007554924299658518,0.008533529945863287,0.007909994805770077,0.011848341232227487
Neg,0.02666666666666667,1,0,1,0,0,0,1,0,0,0.3148148148148148,0.04721583397598325,0.08861919818207167,0.027939195918646447,0.07723816296944665,0.17441662085568593,0.40545956414652057,0.006526362103101855,7.124794939495648e-4,0.0014807651627330694,0.002007086243267045,0.0015134456728373416,0
Neg,0.12,0,1,0,0,1,0,0,1,0,0.09259259259259259,0.016549383056075798,0.04200914412819087,0.01052803700807768,0.027199184879236303,0.128482424380288,0.39230886956215366,0,0,0,0,0.044053397738268815,0.004739336492890996
Neg,0.22666666666666666,0,1,1,0,0,0,1,0,0,0.18518518518518517,0.2612647350446183,0.2936890131040197,0.11000092163432523,0.3145326732131623,0.3926617127619914,0.5715046997437905,0.025258080548833647,0.008490380636232314,0.012591540499430863,0.01160560072637407,0.03954997402885039,0.01425829383886256
Neg,0.29333333333333333,1,0,0,1,0,0,1,0,0,0.16666666666666666,0.1809260355844442,0.12467488345483303,0.036693532802749444,0.08730921250581253,0.16795095381621267,0.4016323861177815,0.005616528018815912,0.001124530134617063,0.003691839674433129,0.00347485339395553,0.0029952513664516026,0.0011919431279620854
Neg,0.22666666666666666,0,1,0,1,0,0,0,1,0,0.3888888888888889,0.1770030020932026,0.20650409370407705,0.059790283595800915,0.16065469515030498,0.24449004479997977,0.49290331530948284,0.013609488347333915,0.0029722269555929343,0.012591540499430863,0.0170841269516183,0.11205825974840943,0.0071090047393364926
Pos,0.3333333333333333,0,1,0,0,1,0,1,0,0,0.3333333333333333,0.4107238762807095,0.40809958862640966,0.1496401166610675,0.4590610383216171,0.42300437889788256,0.5834883032146754,0,0.0063517546885603696,0.06245152256907719,0,0.018548937819530834,0.01677251184834123
Neg,0.12,0,1,0,0,1,0,0,1,0,0.1111111111111111,0.07352546270794315,0.12256913784621006,0.02395178960574862,0.05839362400503296,0.16328139315931478,0.3954269846879848,0.02715922639659532,0.005937329116246373,0.003777462149829259,0.013653647913381257,0.013183324676283463,0.011848341232227487
Neg,0.08,0,1,0,1,0,0,0,1,0,0.14814814814814814,0.04189159413903272,0.08289009578418191,0.025230185605261045,0.07058282502256626,0.1676871457547438,0.39040408878260285,0.008174927145375191,0,0.002203519587400401,0.0020480471870071887,0.0026366649352566923,0.0014218009478672985
Pos,0.05333333333333334,1,0,0,0,1,0,0,1,0,0.2962962962962963,0.036412429767544344,0.07968019589523835,0.024107575536851996,0.062093123444295524,0.15378272325744508,0.390694760531621,0.008147767918978597,0,1.4354356169351184e-4,0.006826823956690629,0,0.002369668246445498
