default,limit_bal,sex.1,sex.2,education.1,education.3,education.2,education.4,marriage.1,marriage.2,marriage.3,age,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,bill_amt_sum,pay_amt_sum,balance_amt1,balance_amt2,balance_amt3,balance_amt4,balance_amt5,balance_amt6
Neg,-0.21010557561079066,-0.8107250527522716,0.8107250527522716,-0.7400256118731395,2.2080585813203726,-0.9218710460039296,-0.1294310971882709,1.0700796251287727,-1.0475480235753665,-0.10352414434917903,-0.37444411826687485,0.49051760681957174,-0.15777888039560656,-0.10350213145880886,0.010648542433452993,-0.020870731690407186,-0.13714587838580714,-0.17008907437976648,-0.10218715195742667,0.2625424907577733,-0.25235825749807944,-0.2077073063489872,-0.19104498754126856,0.021615876611219643,-0.18196908604215103,-0.5307731567870085,0.10765989291525704,0.16607136646476492,-0.06344300995966763,-0.03596622942460563,0.07733458713154981
Neg,2.589869312306181,-0.8107250527522716,0.8107250527522716,1.3510841046646531,-0.45281264261052856,-0.9218710460039296,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,-0.5912061490444592,-0.7138427042831159,-0.6381287231942437,-0.6673075845881713,-0.6887338117005353,-0.6752259685597778,-0.6611471366718762,-0.011216075940457315,-0.17518264005919906,-0.2864619828043068,-0.3570127088676716,-0.3061685025338236,1.2542359124048816,-0.7110349998697979,0.04333797055360572,0.7149593605908281,0.5302654624021861,0.6015774444482198,0.6199901967114212,0.5876398166244747,1.0204515708700648
Pos,1.7343214298871064,1.2332625442525298,-1.2332625442525298,1.3510841046646531,-0.45281264261052856,-0.9218710460039296,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,0.16746095867708616,-0.7276145743069895,-0.5621413369752599,-0.6742196757652181,-0.6982857621277682,-0.6852779337321518,-0.6713571024510243,0.32302493170508384,-0.2021809712749231,-0.32256299103065267,-0.3570127088676716,-0.3061685025338236,-0.2998272320050763,-0.7057280804245669,-0.3390205809783561,0.8030351975021743,0.44805970447736,0.59995475054917,0.6296228330536192,0.5976324131810851,0.5677431110944855
Neg,-0.676768056930286,1.2332625442525298,-1.2332625442525298,1.3510841046646531,-0.45281264261052856,-0.9218710460039296,-0.1294310971882709,1.0700796251287727,-1.0475480235753665,-0.10352414434917903,0.27584197406587835,-0.7203380937272115,-0.7163892363514022,-0.6742196757652181,-0.6982857621277682,-0.6852779337321518,-0.6713571024510243,-0.3561230303976929,-0.2021809712749231,-0.32256299103065267,-0.3570127088676716,-0.3061685025338236,-0.2998272320050763,-0.7329542012112058,-0.5091855960695034,0.6448843241240682,0.5931013558547381,0.59995475054917,0.6296228330536192,0.5976324131810851,0.5677431110944855
Neg,-0.9100992975900336,1.2332625442525298,-1.2332625442525298,-0.7400256118731395,2.2080585813203726,-0.9218710460039296,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,-0.6995871644332515,-0.7286149190947933,-0.6895776335216269,-0.6627179560466121,-0.6982857621277682,-0.658201165309971,-0.5962799310733986,-0.2383635362383455,-0.17444935205087075,-0.32256299103065267,-0.23277292445605574,-0.03706100428647254,-0.1397541592765832,-0.7111450149816931,-0.3247106851694676,0.679357165373341,0.578935731871245,0.5884155939337045,0.6555700641731219,0.6441943501344964,0.5419295791723867
Neg,-0.9100992975900336,-0.8107250527522716,0.8107250527522716,-0.7400256118731395,-0.45281264261052856,1.0845734287681175,-0.1294310971882709,1.0700796251287727,-1.0475480235753665,-0.10352414434917903,2.226700251064138,-0.30002884261054447,-0.30441674610916386,-0.3081276786641056,-0.43866467839244444,-0.43228446993669667,-0.4021912947304028,-0.2596334185430617,-0.1606168737119504,-0.21899932075410128,-0.3046854831828755,-0.2468545289285005,-0.23841965500525686,-0.3796013782483409,-0.3941781598291206,0.2438810297517842,0.22227266878170146,0.25721960838404345,0.3787371506887527,0.3623286281389584,0.3226117229484314
Pos,0.8787735474680316,-0.8107250527522716,0.8107250527522716,1.3510841046646531,-0.45281264261052856,-0.9218710460039296,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,-0.5912061490444592,-0.3176650582530572,-0.7140172778072199,-0.657547711846181,-0.6936413778033438,-0.6777837619666867,-0.6571094840785016,-0.34570512886068905,-0.16198345590928953,-0.3050098265769999,-0.32262624627480563,-0.2550991712596404,0.11327334134623368,-0.6481377887548494,-0.3446451002865185,0.24248999620556902,0.606881972251051,0.587389274715502,0.6321207614405749,0.6041267911700653,0.6767947572446823
Neg,-0.676768056930286,-0.8107250527522716,0.8107250527522716,1.3510841046646531,-0.45281264261052856,-0.9218710460039296,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,-0.9163491952108359,-0.7128286561420546,-0.6048507095714001,-0.6742196757652181,-0.6982857621277682,-0.679852805041065,-0.6683288630059934,0.13376638711618002,-0.2021809712749231,-0.32256299103065267,-0.3321199000776186,-0.3061685025338236,-0.2182405486572205,-0.7094738330438563,-0.35796060594147777,0.7461405482010373,0.48821997865736627,0.59995475054917,0.6348216465089709,0.5922393262226552,0.5890708535922297
Pos,-1.0656534580298653,-0.8107250527522716,0.8107250527522716,-0.7400256118731395,-0.45281264261052856,1.0845734287681175,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,-1.2414922413772125,-0.7142263981743283,-0.7015644954502627,-0.6597042842934197,-0.6820304169922827,-0.66817167209359,-0.6539819580942893,-0.3561230303976929,-0.2021809712749231,-0.32256299103065267,-0.3570127088676716,-0.3061685025338236,-0.2998272320050763,-0.7180340565122743,-0.5091855960695034,0.638741740345732,0.5791614259740747,0.5853921129935945,0.6132301780142222,0.5806271840328826,0.5507392161646212
Neg,0.5676652265883682,1.2332625442525298,-1.2332625442525298,1.3510841046646531,-0.45281264261052856,-0.9218710460039296,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,-0.26606310287808266,-0.07438942787113911,-0.33456038594148085,-0.3423425299904878,-0.6982857621277682,-0.6852779337321518,-0.6713571024510243,-0.2384255475570181,-0.16864971053045597,-0.32256299103065267,-0.3570127088676716,-0.3061685025338236,-0.2998272320050763,-0.47575720545218236,-0.46406514283496253,0.021811476294622906,0.24741764706167896,0.26699737931421563,0.6296228330536192,0.5976324131810851,0.5677431110944855
Neg,-0.28788265583070655,-0.8107250527522716,0.8107250527522716,-0.7400256118731395,2.2080585813203726,-0.9218710460039296,-0.1294310971882709,1.0700796251287727,-1.0475480235753665,-0.10352414434917903,1.4680331433425926,0.7610903168906005,0.808384781133802,0.5397785460242389,0.03204367288796804,0.09877534971302013,0.14335514255801768,0.015944881638159943,-0.05079032882823351,-0.19383978503719895,-0.20750634976825422,-0.18754055532317734,-0.19104498754126856,0.44173215604992194,-0.217984654429777,-0.7613955006619877,-0.7803667449777814,-0.5874827157324599,-0.07565163495091377,-0.1493992055712816,-0.19717305377905098
Neg,-0.4434368162705383,-0.8107250527522716,0.8107250527522716,1.3510841046646531,-0.45281264261052856,-0.9218710460039296,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,-1.2414922413772125,0.8042832863585104,0.8588312566002511,0.8570573552330462,1.0120861717469225,0.10825710616410873,0.10738031986131098,0.016006892956832587,-0.03552460574576239,-0.026499617245709116,-0.20750634976825422,-0.1282265817178542,-0.027871620845556905,0.6811171813116254,-0.10426681792027119,-0.8047929927820271,-0.821721870290416,-0.8661283834744297,-1.0639726133023684,-0.14262950482466388,-0.11338433723893838
Pos,0.8787735474680316,1.2332625442525298,-1.2332625442525298,-0.7400256118731395,-0.45281264261052856,1.0845734287681175,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,0.27584197406587835,1.5142814253405383,1.663772331129553,1.6866050657551541,1.8832023769170436,2.0637634782957512,2.0880971332595175,0.20197883765608637,-0.002193332639930254,-0.3222704382897585,0.08089141693452195,0.03435301993433651,0.005198181471440659,1.8986910963599033,-0.008696601719974679,-1.4770753738850049,-1.565344110743478,-1.7684848831323878,-1.8822158926069745,-2.0421945779605326,-2.0419337118128595
Pos,0.5676652265883682,-0.8107250527522716,0.8107250527522716,-0.7400256118731395,-0.45281264261052856,1.0845734287681175,-0.1294310971882709,1.0700796251287727,-1.0475480235753665,-0.10352414434917903,-0.04930107210049825,-0.721379548574788,-0.71266187292483,-0.6705700916237374,-0.6941987039222747,-0.6809769308058848,-0.6645063312475116,-0.3561230303976929,-0.1933815151749834,-0.3071162063114382,-0.33727786946654853,-0.28161251746121985,-0.2854679757358537,-0.7293027472592553,-0.4863456972214404,0.6459310424360717,0.5931013558547381,0.59995475054917,0.6296228330536192,0.6000617316308283,0.565313983247362
Neg,-0.8323222173701177,-0.8107250527522716,0.8107250527522716,-0.7400256118731395,-0.45281264261052856,1.0845734287681175,-0.1294310971882709,1.0700796251287727,-1.0475480235753665,-0.10352414434917903,-0.8079681798220437,0.11378501906202705,0.11832838918790257,0.20208141947843505,0.244818400070931,0.2563810402763039,0.29996311036005635,-0.3561230303976929,-0.027891744204526833,-0.32150980116343353,-0.07452044334932244,-0.2015386530940336,-0.2998272320050763,0.21212013989490988,-0.34153763105548957,-0.1934544081345157,-0.12237550236307984,-0.27894896805499936,-0.26244984213794725,-0.3098961778176493,-0.38282319804187487
Neg,0.48988814636845224,-0.8107250527522716,0.8107250527522716,-0.7400256118731395,-0.45281264261052856,1.0845734287681175,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,0.16746095867708616,-0.7286149190947933,-0.7163892363514022,-0.6742196757652181,-0.6982857621277682,-0.6852779337321518,-0.6713571024510243,-0.3561230303976929,-0.2021809712749231,-0.32256299103065267,-0.3570127088676716,-0.3061685025338236,-0.2998272320050763,-0.734536323296556,-0.5091855960695034,0.6532029801826222,0.5931013558547381,0.59995475054917,0.6296228330536192,0.5976324131810851,0.5677431110944855
Pos,-1.0656534580298653,-0.8107250527522716,0.8107250527522716,1.3510841046646531,-0.45281264261052856,-0.9218710460039296,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,-1.3498732567660048,-0.5292859426099524,-0.4965595069887903,-0.4408398292634063,-0.436481817759965,-0.40154207402053826,-0.3799842054668424,-0.2776787122768006,-0.1496175535870258,-0.28710559883427406,-0.29885473517799827,-0.26880069916247,-0.2643098291876431,-0.4753904884125317,-0.42359035610081,0.47028895516001257,0.4073285569784313,0.3742199992591247,0.37775359138638887,0.325775483198489,0.2931706934412948
Neg,-0.1323284953908748,-0.8107250527522716,0.8107250527522716,-0.7400256118731395,-0.45281264261052856,1.0845734287681175,-0.1294310971882709,1.0700796251287727,-1.0475480235753665,-0.10352414434917903,-0.5912061490444592,-0.7080735925616723,-0.6990089924949233,-0.6742196757652181,-0.6693048039433599,-0.6852779337321518,-0.669487205963109,-0.27978709711167044,-0.2021809712749231,-0.21303124483985933,-0.3570127088676716,-0.2994660235164221,-0.2998272320050763,-0.7221858172826054,-0.4592174908345573,0.6495119208718731,0.5767584475851223,0.6259178529339675,0.6003970709262372,0.5994624997465583,0.5659131681163192
Neg,-0.59899097671037,1.2332625442525298,-1.2332625442525298,-0.7400256118731395,-0.45281264261052856,1.0845734287681175,-0.1294310971882709,1.0700796251287727,-1.0475480235753665,-0.10352414434917903,-0.4828251336556671,0.235128212157948,0.25883869532898884,0.30122845532199594,0.41669158263679645,0.5188725522005987,0.2933936510175575,-0.20289306195759418,-0.11551966119975952,-0.1685047176757601,-0.12467982682717697,-0.18445622869570052,-0.1987685268981989,0.3504143743620437,-0.2804447859734597,-0.28137874634280874,-0.28940241458081845,-0.3421508150461972,-0.44625053526063385,-0.5661730788092256,-0.34630530940678517
Pos,0.10100274526887285,-0.8107250527522716,0.8107250527522716,1.3510841046646531,-0.45281264261052856,-0.9218710460039296,-0.1294310971882709,1.0700796251287727,-1.0475480235753665,-0.10352414434917903,0.16746095867708616,-0.7106635263273561,-0.7163892363514022,-0.6742196757652181,-0.6982857621277682,-0.6852779337321518,-0.649017631135222,-0.3561230303976929,-0.2021809712749231,-0.32256299103065267,-0.3570127088676716,-0.22609463816663739,-0.23401397410447264,-0.7275686995431926,-0.4694099899123324,0.6351608619099305,0.5931013558547381,0.59995475054917,0.6296228330536192,0.6194962792287739,0.5654759251038369
Neg,1.1121047881277792,1.2332625442525298,-1.2332625442525298,1.3510841046646531,-0.45281264261052856,-0.9218710460039296,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,0.16746095867708616,-0.5845515662977953,-0.5578633403152169,-0.5052605190334835,-0.5052651496046903,-0.49288951117045887,-0.472055922801008,-0.2821435272212308,-0.16261675009830034,-0.29722792366921386,-0.3250183480203963,-0.28060417990992936,-0.2756231826118791,-0.5504338917621967,-0.44521834194877175,0.5248422608685102,0.45979579782450897,0.43645100374661755,0.44165372193520025,0.4133605110398973,0.37990675176925054
Neg,1.1121047881277792,-0.8107250527522716,0.8107250527522716,1.3510841046646531,-0.45281264261052856,-0.9218710460039296,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,-0.8079681798220437,-0.6810231732311983,-0.20966547354959492,-0.26039277699541963,-0.38341198621287553,-0.47472429047808123,-0.6574735347221665,12.117639754560292,0.4693108567151712,-0.1470313464941249,-0.31873908093822073,-0.2564040786789575,8.691297228539796,-0.463689595440248,5.565217570015186,3.375772400141171,0.3840820643869632,0.22638842430209638,0.3200826697525484,0.40191032341344096,3.2311360477945543
Pos,-0.9100992975900336,-0.8107250527522716,0.8107250527522716,1.3510841046646531,-0.45281264261052856,-0.9218710460039296,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,-1.4582542721547969,-0.11049776370487731,-0.2841139104750318,-0.36560862889242773,-0.41053519066751404,-0.35429620854260535,-0.36901304288730397,-0.23210039305240862,-0.1355184250632588,-0.26405244285181007,-0.20750634976825422,-0.2468545289285005,-0.13937342142095988,-0.3279466638061127,-0.33905165567066636,0.059507108136116975,0.21317852405003063,0.3042083855633672,0.370665719588402,0.28480097867948695,0.3196319927892933
Neg,0.02322566504895697,1.2332625442525298,-1.2332625442525298,-0.7400256118731395,2.2080585813203726,-0.9218710460039296,-0.1294310971882709,1.0700796251287727,-1.0475480235753665,-0.10352414434917903,1.3596521279538003,1.6125344681974274,1.7086842366595765,1.682305745043031,1.2734721215255276,1.384156140912313,1.4027552488037656,0.06555393657627366,0.05746964621950927,-0.054175106534301666,-0.007541594472783442,-0.03777277196973642,-0.055230355328204556,1.6040706267045253,0.0015891214347312703,-1.6061247236675402,-1.583811198804433,-1.7006229921234057,-1.2858042661164562,-1.3862947919861994,-1.3892270592907803
Neg,1.8120985101070222,1.2332625442525298,-1.2332625442525298,-0.7400256118731395,-0.45281264261052856,1.0845734287681175,-0.1294310971882709,1.0700796251287727,-1.0475480235753665,-0.10352414434917903,-0.04930107210049825,2.1853620410710226,1.384714232166674,1.1171178736782592,0.08800850399728201,0.11474119390901125,3.328828672927767e-4,0.015944881638159943,0.1095664260839249,0.2625424907577733,3.313816926100324,-0.18754055532317734,-0.19104498754126856,0.9196980484935233,0.7098590459170133,-2.19286542798297,-1.258426683142359,-1.058521629351519,0.6033321367809101,-0.16527075277627054,-0.05720670722779603
Pos,-1.1434305382497811,-0.8107250527522716,0.8107250527522716,-0.7400256118731395,-0.45281264261052856,1.0845734287681175,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,-1.2414922413772125,-0.4862025999681031,-0.4466919023575286,-0.4046204714956805,-0.3750211318667488,-0.3551107924301559,-0.33194606825960254,-0.23210039305240862,-0.16884969816909096,-0.20554189467296746,-0.3570127088676716,-0.2646487210100974,-0.2998272320050763,-0.4255719785759831,-0.4206227229851773,0.4371107391913756,0.35277696471210207,0.3572163862656622,0.3036275665034775,0.2807521145965816,0.2355841692788208
Neg,-0.676768056930286,-0.8107250527522716,0.8107250527522716,-0.7400256118731395,-0.45281264261052856,1.0845734287681175,-0.1294310971882709,-0.9343574232863399,0.9544544199835425,-0.10352414434917903,-1.3498732567660048,0.21486095268997882,-0.7163892363514022,-0.6742196757652181,-0.6982857621277682,-0.6852779337321518,-0.6713571024510243,-0.3561230303976929,-0.2021809712749231,-0.32256299103065267,-0.3570127088676716,-0.3061685025338236,-0.2998272320050763,-0.5541901220111904,-0.5091855960695034,-0.29504117483632797,0.5931013558547381,0.59995475054917,0.6296228330536192,0.5976324131810851,0.5677431110944855
